key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2010-01-04 17:57:00.000000178,6.5,2010-01-04 17:57:00 UTC,-73.991822,40.738518,-73.997247,40.722478,1
2012-07-07 03:08:00.00000054,5.7,2012-07-07 03:08:00 UTC,-73.9539,40.77485,-73.965268,40.756532,5
2014-12-16 13:29:00.00000085,4.5,2014-12-16 13:29:00 UTC,-73.96328,40.772477,-73.954582,40.777942,3
2014-02-13 08:21:30.0000001,25.5,2014-02-13 08:21:30 UTC,-73.954354,40.770192,-74.014361,40.714266,1
2015-01-14 18:25:58.0000006,6,2015-01-14 18:25:58 UTC,-73.978302001953125,40.764907836914062,-73.986412048339844,40.756771087646484,1
2014-10-31 18:29:00.00000028,7.5,2014-10-31 18:29:00 UTC,-73.985332,40.768347,-74.000513,40.747437,1
2011-10-29 11:59:58.0000002,7.3,2011-10-29 11:59:58 UTC,-73.978709,40.747787,-73.966885,40.763345,1
2011-07-09 08:01:35.0000001,5.7,2011-07-09 08:01:35 UTC,-73.982911,40.742148,-73.985112,40.754936,1
2010-08-27 22:48:02.0000004,9.3,2010-08-27 22:48:02 UTC,-73.997974,40.741154,-73.967351,40.752539,2
2011-09-23 12:00:00.00000072,11.3,2011-09-23 12:00:00 UTC,-73.989083,40.774593,-73.989038,40.748403,1
2010-02-12 21:56:00.000000196,17.7,2010-02-12 21:56:00 UTC,-73.987947,40.747662,-73.974857,40.680395,1
2013-06-01 10:58:46.0000009,12,2013-06-01 10:58:46 UTC,-73.993353,40.752925,-73.997993,40.729109,3
2011-05-25 11:54:00.000000167,5.3,2011-05-25 11:54:00 UTC,-73.989197,40.748383,-73.978155,40.753593,1
2014-05-29 09:41:57.0000001,13.5,2014-05-29 09:41:57 UTC,-74.000887,40.727262,-73.978454,40.750599,1
2014-08-16 20:02:03.0000001,13.5,2014-08-16 20:02:03 UTC,0,0,-73.983712,40.758457,2
2013-01-30 08:04:00.00000024,12,2013-01-30 08:04:00 UTC,-74.008122,40.738938,-73.978472,40.757398,1
2012-11-14 16:45:00.00000070,8.5,2012-11-14 16:45:00 UTC,-73.971278,40.765182,-73.969095,40.76014,1
2014-08-22 16:47:00.00000024,19,2014-08-22 16:47:00 UTC,-74.010952,40.719407,-73.983033,40.767662,1
2011-05-18 10:21:09.0000003,5.3,2011-05-18 10:21:09 UTC,-73.971724,40.782292,-73.982306,40.77535,1
2014-06-16 14:25:33.0000002,22.5,2014-06-16 14:25:33 UTC,-73.991417,40.749808,-73.950136,40.784002,1
2009-09-05 17:28:27.0000001,8.9,2009-09-05 17:28:27 UTC,-73.957676,40.785208,-73.978134,40.757001,2
2015-01-10 18:41:36.0000008,7,2015-01-10 18:41:36 UTC,-73.949859619140625,40.7872428894043,-73.957672119140625,40.769962310791016,1
2014-12-23 18:41:00.000000226,16,2014-12-23 18:41:00 UTC,-74.00607,40.75017,-74.00219,40.71969,2
2013-03-05 16:08:00.00000016,5,2013-03-05 16:08:00 UTC,-73.962352,40.773082,-73.950865,40.774742,1
2012-05-04 22:35:00.00000048,14.9,2012-05-04 22:35:00 UTC,-73.999708,40.761633,-73.969238,40.752912,1
2013-07-25 20:29:00.000000151,11.5,2013-07-25 20:29:00 UTC,-73.971803,40.750412,-73.98497,40.71776,2
2013-08-17 18:34:23.0000004,33.33,2013-08-17 18:34:23 UTC,-73.874572,40.774125,-73.848117,40.837809,4
2012-10-21 13:38:00.00000044,10,2012-10-21 13:38:00 UTC,-73.962427,40.779232,-73.979752,40.756327,2
2013-12-28 21:15:03.0000001,16.5,2013-12-28 21:15:03 UTC,-74.002637,40.733912,-73.989301,40.682463,1
2012-06-20 07:44:56.0000002,7.7,2012-06-20 07:44:56 UTC,-73.992324,40.750156,-74.000358,40.720985,1
2009-06-21 11:12:00.0000009,3.7,2009-06-21 11:12:00 UTC,-73.975573,40.745278,-73.976613,40.740215,1
2009-02-22 03:46:35.0000003,45,2009-02-22 03:46:35 UTC,-73.987758,40.724318,-73.987758,40.724318,1
2011-03-09 08:03:00.000000142,10.5,2011-03-09 08:03:00 UTC,-73.968005,40.79362,-73.956125,40.782968,1
2010-12-17 10:50:00.00000069,8.5,2010-12-17 10:50:00 UTC,-73.9638,40.77382,-73.972243,40.759792,2
2009-11-17 07:21:41.0000001,3.3,2009-11-17 07:21:41 UTC,-73.994852,40.745247,-73.999466,40.738756,1
2011-02-20 12:17:02.0000008,6.9,2011-02-20 12:17:02 UTC,-73.992592,40.737451,-73.987508,40.72001,2
2010-01-29 20:09:34.0000004,12.9,2010-01-29 20:09:34 UTC,-73.983865,40.742461,-73.973314,40.790101,4
2009-01-07 00:53:12.0000001,5,2009-01-07 00:53:12 UTC,-73.955484,40.779517,-73.950781,40.770857,1
2011-03-31 14:45:55.0000004,5.7,2011-03-31 14:45:55 UTC,-73.973736,40.763008,-73.982769,40.767009,1
2014-12-18 19:41:49.0000001,14.5,2014-12-18 19:41:49 UTC,-73.991136,40.77479,-73.989832,40.756668,2
2014-05-25 19:35:45.0000003,7.5,2014-05-25 19:35:45 UTC,-73.987857,40.749814,-73.985755,40.759284,1
2009-02-04 08:00:12.0000003,6.1,2009-02-04 08:00:12 UTC,-73.978845,40.761761,-73.993349,40.751221,1
2014-01-17 11:51:00.000000105,5.75,2014-01-17 11:51:00 UTC,-180,-180,-180,-180,1
2009-02-13 02:00:00.00000022,9.7,2009-02-13 02:00:00 UTC,-73.991528,40.759663,-73.984583,40.73058,1
2012-03-08 13:28:23.0000002,49.8,2012-03-08 13:28:23 UTC,-74.007241,40.704992,-73.789822,40.646955,1
2014-04-12 21:29:00.000000235,25.5,2014-04-12 21:29:00 UTC,-74.002365,40.719627,-73.964535,40.806977,1
2011-09-07 08:18:00.00000024,5.3,2011-09-07 08:18:00 UTC,-73.981278,40.76913,-73.982183,40.762638,1
2013-09-29 15:42:00.000000113,7.5,2013-09-29 15:42:00 UTC,-73.965742,40.76281,-73.971262,40.745267,2
2012-10-24 13:51:37.0000003,19,2012-10-24 13:51:37 UTC,-73.937149,40.748742,-73.987276,40.755031,1
2013-01-13 15:48:25.0000001,19,2013-01-13 15:48:25 UTC,-73.982338,40.773825,-73.988109,40.722689,1
2009-07-06 22:56:00.00000096,45.3,2009-07-06 22:56:00 UTC,-73.789168,40.648667,-74.029473,40.626282,1
2012-10-07 19:12:14.0000001,8.5,2012-10-07 19:12:14 UTC,-73.99151,40.750033,-73.981298,40.764415,1
